InputStoryid,DistortedSentenceIndex,Original_Sentence,Distorted_Sentence,Original_Story,Distorted_Story
9fd97440-c3a5-4e7f-9726-d37590dc0f38,0,Henry woke up with a huge thud above his room ceiling.,"""Henry woke up with a huge thud above his room ceiling.""",Henry woke up with a huge thud above his room ceiling. He went and turned on the light. The noise continued to go on from above. Henry grabbed his gun and opened the staircase from the ceiling.,"""Henry woke up with a huge thud above his room ceiling."" He went and turned on the light. The noise continued to go on from above. Henry grabbed his gun and opened the staircase from the ceiling."
d6b980ae-0419-497f-b0dd-dda6b19fd9f4,1,This year the team had a new coach.,The team had a new coach last year.,The local high school football team was not known for being very good. This year the team had a new coach. The coach made the players practice very hard. The players won the first game of their season.,The local high school football team was not known for being very good. The team had a new coach last year. The coach made the players practice very hard. The players won the first game of their season.
a8a3834a-83e1-4feb-b2f4-2c7b16d64de0,0,Luke thought he was very smart.,Luke thought he was very stupid.,Luke thought he was very smart. Luke's teacher told him he needed to study for an upcoming test. Luke told his teacher he was smart enough already. Luke did not study before the test and failed.,Luke thought he was very stupid. Luke's teacher told him he needed to study for an upcoming test. Luke told his teacher he was smart enough already. Luke did not study before the test and failed.
377f2ad7-c198-48b5-b042-ecf775b7440b,0,Kelly wanted some nacho fries from Taco Bell.,Kelly wanted no nacho fries from Taco Bell.,Kelly wanted some nacho fries from Taco Bell. She order nacho fries. The server forgot to give her cheese. Kelly went upset at the server and complained.,Kelly wanted no nacho fries from Taco Bell. She order nacho fries. The server forgot to give her cheese. Kelly went upset at the server and complained.
a6cace7b-7add-4f0a-b4db-51533500ffae,2,His classmate told him she saved him a rice crispy treat.,"His classmate told him he saved him a bag of rice crispy treats.""","I took Jacob to school today. When we arrived, we were greeted by his teacher and a classmate. His classmate told him she saved him a rice crispy treat. The rice crispy treat was in his locker.","I took Jacob to school today. When we arrived, we were greeted by his teacher and a classmate. His classmate told him he saved him a bag of rice crispy treats."" The rice crispy treat was in his locker."
a6efe239-cd0e-4a33-8870-f2335122cf4f,2,Mallory hoped her boss wasn't working today.,"""Mallory hoped her boss worked today.""","Mallory was running late for work again. Her boss told her the next time she was late, she would be fired. Mallory hoped her boss wasn't working today. Mallory got to work and her boss was waiting for her.","Mallory was running late for work again. Her boss told her the next time she was late, she would be fired. ""Mallory hoped her boss worked today."" Mallory got to work and her boss was waiting for her."
cf94513e-8b95-4c72-aae3-055305ced92c,0,"Janet really liked to play poker, she invited four friends over to play.","Janet really hated to play poker, she invited four friends over to play.","Janet really liked to play poker, she invited four friends over to play. For the first hour  the girls mostly gossiped and played a little. They decided to get serious and bet actual money a little later on. Janet did ok, her friend Karen did the best though.","Janet really hated to play poker, she invited four friends over to play. For the first hour  the girls mostly gossiped and played a little. They decided to get serious and bet actual money a little later on. Janet did ok, her friend Karen did the best though."
615b5bd0-ee69-4f4b-a6ba-4da3ed5ed052,0,I went to the supermarket and decided to buy some things.,"""I went to the supermarket and decided to throw some things.""",I went to the supermarket and decided to buy some things. I bought some new groceries from the shelves. Many new things were on sale. I brought everything to take to my house.,"""I went to the supermarket and decided to throw some things."" I bought some new groceries from the shelves. Many new things were on sale. I brought everything to take to my house."
06e4a911-1928-4c67-a0fd-5e4601ecdc87,1,I did not like pork.,""" I did not like pork..""",My husband bought pork to put in a smoker. I did not like pork. My husband lied and said the pork was chicken. I took a bite of the meat once my husband served it.,"My husband bought pork to put in a smoker. "" I did not like pork.."" My husband lied and said the pork was chicken. I took a bite of the meat once my husband served it."
56e03932-dc60-4977-a6c6-011f7ada01e3,0,Troy was the best player on his basketball team.,"""Troy was the worst player on his basketball team.""",Troy was the best player on his basketball team. His team was playing in the championship game tonight. Troy scored fifty-six points to win the game for his team. He carried a huge trophy after the game.,"""Troy was the worst player on his basketball team."" His team was playing in the championship game tonight. Troy scored fifty-six points to win the game for his team. He carried a huge trophy after the game."
1be8f44b-23b7-4461-ae45-8fa2b051cb23,0,Tim's eye was hurting and his vision was getting cloudy.,Tim's eye was fine and his vision was clear.,Tim's eye was hurting and his vision was getting cloudy. He did not know why. His doctor asked him about his family history. Tim mentioned that his dad had suffered from old-age glaucoma.,Tim's eye was fine and his vision was clear. He did not know why. His doctor asked him about his family history. Tim mentioned that his dad had suffered from old-age glaucoma.
66e4702c-8625-46cd-b135-fd037aaadf87,0,Jacob and Will were learning to play Monopoly from their mom.,Jacob and Will were learning to play Monopoly from their daddy.,Jacob and Will were learning to play Monopoly from their mom. They didn't understand the rules and were defeated quickly. The two practiced one weekend in preparation for the game night. Their mom was super impressed by the improvement!,Jacob and Will were learning to play Monopoly from their daddy. They didn't understand the rules and were defeated quickly. The two practiced one weekend in preparation for the game night. Their mom was super impressed by the improvement!
c6d8e71f-201d-4325-9469-c14ca7e95377,0,There were five puppies born a week ago.,"""There were five puppies born last week "".","There were five puppies born a week ago. Out of all five puppies, there was one that was weaker than others. The veterinarian didn't know if this puppy was going to make it alive. The owner tube fed the puppy for two months and it made it.","""There were five puppies born last week "". Out of all five puppies, there was one that was weaker than others. The veterinarian didn't know if this puppy was going to make it alive. The owner tube fed the puppy for two months and it made it."
607ca7ae-30c9-411c-b531-39cbd61ee77c,0,Felipe had been interested in Germany since he was a young child.,Felipe had not been interested in Germany since he was a young child.,"Felipe had been interested in Germany since he was a young child. He learned about the language and culture by reading library books. Finally in college he was able to visit Berlin. Felipe loved German art, food, and beer.","Felipe had not been interested in Germany since he was a young child. He learned about the language and culture by reading library books. Finally in college he was able to visit Berlin. Felipe loved German art, food, and beer."
c530d354-5774-4b5d-aa8e-2420235796b5,1,Finn was Irish and told Mark he loved football too.,Finn was Swedish and told Mark he didn't like football.,"Mark was an American and loved football. Finn was Irish and told Mark he loved football too. Mark invited Finn over to watch a football match. Once the game began, Finn told Mark he was very confused.","Mark was an American and loved football. Finn was Swedish and told Mark he didn't like football. Mark invited Finn over to watch a football match. Once the game began, Finn told Mark he was very confused."
2055cddd-d3b8-497b-b4d6-b9fc81b0727e,0,Lewis was in his kayak paddling up the river.,Lewis was in his kayak rafting up the river.,"Lewis was in his kayak paddling up the river. He saw something odd floating in the river ahead of him. He steered his kayak towards the thing to get a closer look. When he got close, he realized it was an alligator taking a nap.","Lewis was in his kayak rafting up the river. He saw something odd floating in the river ahead of him. He steered his kayak towards the thing to get a closer look. When he got close, he realized it was an alligator taking a nap."
4f2b9926-9c70-4ab6-9305-8a50a9186118,0,"One month after Jen's mom died, her father remarried.",Jen's mom died a month after her father married.,"One month after Jen's mom died, her father remarried. Her new stepmother was literally five Years older than her. At first, Jenny could barely stand to be around the woman. Then one night they went to dinner, and became great friends!","Jen's mom died a month after her father married. Her new stepmother was literally five Years older than her. At first, Jenny could barely stand to be around the woman. Then one night they went to dinner, and became great friends!"
d9a75de7-0273-4ba4-a88f-6a8cdafce9f8,0,"This winter, Billy had decided he wanted to grow up, leave his parents house, live on his own.","This winter, Billy had decided he wanted to grow up, leave his parents house, live on his own.","This winter, Billy had decided he wanted to grow up, leave his parents house, live on his own. It was a fairly cold winter. Inadvertently, Billy had been running his heater on high for over a week. His electric bill came in and was much higher than he could afford.","This winter, Billy had decided he wanted to grow up, leave his parents house, live on his own. It was a fairly cold winter. Inadvertently, Billy had been running his heater on high for over a week. His electric bill came in and was much higher than he could afford."
df2775a5-8afb-4fc6-bfd7-7479c5c8f343,1,Her friends decided to smoke and offered a cigarette.,"""Her friends decided not to smoke and offered a cigarette.""","Nancy took her son to see some of her friends. Her friends decided to smoke and offered a cigarette. Although she had a baby on her, she decided to smoke. Her son ending up crying from the smoke.","Nancy took her son to see some of her friends. ""Her friends decided not to smoke and offered a cigarette."" Although she had a baby on her, she decided to smoke. Her son ending up crying from the smoke."
db99698f-c952-4557-8f00-a7f42e349fa4,0,Mark wanted to attend Penn State.,Mark did not want to attend Penn State.,Mark wanted to attend Penn State. He studied hard during high school. His family was very supportive and helpful. The SAT was not difficult for Mark so he had a scholarship.,Mark did not want to attend Penn State. He studied hard during high school. His family was very supportive and helpful. The SAT was not difficult for Mark so he had a scholarship.
c8ddcdc5-e214-4c9b-8ec5-98a0ceb42729,0,Today I see my crush in school.,"""Today I see my crush in bed.""",Today I see my crush in school. I keep looking at him. Then I bump into a tree and scream. He notices me and smiles at me.,"""Today I see my crush in bed."" I keep looking at him. Then I bump into a tree and scream. He notices me and smiles at me."
d3c6f92c-2cdc-4cca-8df6-80df35e664c4,0,Tanner got a new bike for Christmas.,Tanner got a new bike for Christmas .,Tanner got a new bike for Christmas. He had never ridden a bike before and was a little scared to try it. His father told him that he would help him learn. He held onto the bike until Tanner was ready for him to let go.,Tanner got a new bike for Christmas . He had never ridden a bike before and was a little scared to try it. His father told him that he would help him learn. He held onto the bike until Tanner was ready for him to let go.
8429a114-be18-4cdd-9241-33a5d9276747,2,He decided that finding a band to join was his best option.,He decided that finding a band to join was not his best option.,Theo played his drums every day for the last three years. He had been feeling like he needed to take it to the next level. He decided that finding a band to join was his best option. After looking online around he finally heard of a good choice.,Theo played his drums every day for the last three years. He had been feeling like he needed to take it to the next level. He decided that finding a band to join was not his best option. After looking online around he finally heard of a good choice.
0f4a9b02-3e47-4c71-8a73-c5888e3f2acb,1,She wanted to practice playing ball the night before.,She really wanted to play ball the night before.,Mary has a big game tomorrow. She wanted to practice playing ball the night before. Mary shot some hoops until it was past her bedtime. Mary woke up very tired from staying up late.,Mary has a big game tomorrow. She really wanted to play ball the night before. Mary shot some hoops until it was past her bedtime. Mary woke up very tired from staying up late.
2a5fad62-b9ab-4d7b-92b7-1b4a43cdef32,0,Darren was nervous about starting college after the service.,Darren was excited about starting college after the service.,Darren was nervous about starting college after the service. He did not do too well in high school and doubted himself. His first semester went very well. Darren received all A's and academic honors.,Darren was excited about starting college after the service. He did not do too well in high school and doubted himself. His first semester went very well. Darren received all A's and academic honors.
76a9d269-762b-484a-aac9-d05ae01b96a5,1,He went to a friend's house and was offered a snack.,He went to a friend's house and was refused a snack.,My son is very allergic to wheat. He went to a friend's house and was offered a snack. His friend assured him there was no wheat in the snack. He ate and went into anaphylactic shock.,My son is very allergic to wheat. He went to a friend's house and was refused a snack. His friend assured him there was no wheat in the snack. He ate and went into anaphylactic shock.
79664b75-4594-4ecc-b91b-2b35536e3da7,1,I started to get urinary tract infections.,""" I stopped to get urinary tract infections "".",I used to drink soda all day. I started to get urinary tract infections. Urinary tract infections are painful. I had to find a way to make them stop.,"I used to drink soda all day. "" I stopped to get urinary tract infections "". Urinary tract infections are painful. I had to find a way to make them stop."
1e9af22f-116c-4e3a-88d3-c866a79bcd4f,0,Tina and Mike were on a date.,"""Tina and Mike were on a date.""",Tina and Mike were on a date. Mike took her to a nice restaurant. Mike called for the bill. He realized he left his wallet at home.,"""Tina and Mike were on a date."" Mike took her to a nice restaurant. Mike called for the bill. He realized he left his wallet at home."
f95e145e-d53f-47ec-b3a2-fc55b499d999,2,"Then, a large boxer was given to her that needed to exercise every day.","""then, a small boxer was given to her that needed to be adviced every day.""","Stephanie just couldn't get the motivation to exercise. She joined a gym but only went sparingly. Then, a large boxer was given to her that needed to exercise every day. Stephanie promised to take him running every day.","Stephanie just couldn't get the motivation to exercise. She joined a gym but only went sparingly. ""then, a small boxer was given to her that needed to be adviced every day."" Stephanie promised to take him running every day."
de64a30b-479a-4f30-85ed-2e2313e4d5fa,0,Troy went over to play at Sam's house.,Sam came over to play at his house.,Troy went over to play at Sam's house. The boys played with blocks and trucks and teddy bears. They also colored and played with finger paints. Sam's dad made them a snack of apples and caramel sauce.,Sam came over to play at his house. The boys played with blocks and trucks and teddy bears. They also colored and played with finger paints. Sam's dad made them a snack of apples and caramel sauce.
2facfa97-1042-4a08-8be7-9eb8518a8968,1,He even bragged that he drove well after drinking.,He even refused to drive after drinking.,"Jim had always thought of himself as a great driver. He even bragged that he drove well after drinking. Then, one night, Jim got in his truck after drinking a few beers. He sped down the street, weaving from side to side.","Jim had always thought of himself as a great driver. He even refused to drive after drinking. Then, one night, Jim got in his truck after drinking a few beers. He sped down the street, weaving from side to side."
3724922c-2bc5-46d9-b925-6526380a333a,1,"They can have pets, but Mike is allergic to dogs.","""They can have pets, but Mike is allergic to cats.""","Ashley and her boyfriend, Mike, moved into a new apartment. They can have pets, but Mike is allergic to dogs. Mike knows how bad Ashley wants a puppy so he goes to a pet shop. He buys her the puppy she always wanted.","Ashley and her boyfriend, Mike, moved into a new apartment. ""They can have pets, but Mike is allergic to cats."" Mike knows how bad Ashley wants a puppy so he goes to a pet shop. He buys her the puppy she always wanted."
a00fffe9-0f96-4234-96ec-977467d7aebf,0,Mike had parked his tractor in the barn.,Mike had parked his chair in the barn.,Mike had parked his tractor in the barn. There was a bad storm and the barn collapsed. Mike's tractor was ruined. He called his insurance company.,Mike had parked his chair in the barn. There was a bad storm and the barn collapsed. Mike's tractor was ruined. He called his insurance company.
5d7d78f3-18fd-4979-8a21-0dba8bf1bffc,2,His heart was pounding and nervous about tomorrow's birthday party.,"His heart was pounding and relaxed about tomorrow's upcoming birthday party.""",Stevens couldn't sleep and put on his reading glasses. He opened his book and turned on his flashlight to start reading. His heart was pounding and nervous about tomorrow's birthday party. All of his friends were coming to join him for his birthday.,"Stevens couldn't sleep and put on his reading glasses. He opened his book and turned on his flashlight to start reading. His heart was pounding and relaxed about tomorrow's upcoming birthday party."" All of his friends were coming to join him for his birthday."
7f172466-5063-4b36-8548-0bee58e49222,1,He checked on the fence.,"""He checked out the fence.""",Larry's dog kept getting out the yard. He checked on the fence. There was a hole in the fence. Larry went to the store and bought supplies.,"Larry's dog kept getting out the yard. ""He checked out the fence."" There was a hole in the fence. Larry went to the store and bought supplies."
2fe0c6b1-b0f1-425b-b65c-938d2ca6797c,0,Brenda had cut herself across the arm as a child.,""" Brenda had cut herself across the arm as a child .""",Brenda had cut herself across the arm as a child. It was a bad cut and left a nasty scar. People asked her what happened all the time. Brenda was annoyed and ashamed.,""" Brenda had cut herself across the arm as a child ."" It was a bad cut and left a nasty scar. People asked her what happened all the time. Brenda was annoyed and ashamed."
7677209d-6527-4422-9cf5-51cf7b72fd8a,2,There were many potholes.,"""There were no potholes.""",Tim was driving his car. The road he was on was broken. There were many potholes. Tim wrote a letter about the potholes.,"Tim was driving his car. The road he was on was broken. ""There were no potholes."" Tim wrote a letter about the potholes."
9ba3f7ee-4b8f-4844-9db5-c189888b42a5,0,Tom wanted white teeth.,"""Tom wanted stained teeth.""",Tom wanted white teeth. He didn't know what to do. His mom bought him a toothbrush. He brushed every day.,"""Tom wanted stained teeth."" He didn't know what to do. His mom bought him a toothbrush. He brushed every day."
8f9f1723-5c0a-41e9-bd8a-d6c3a7df81ed,0,Jonathan's mom read him a story every night before bed.,Jonathan's mom never read him a story every night before bed.,Jonathan's mom read him a story every night before bed. His favorite story was about a good night train. His mom did silly voices and made funny noises when she read. He loved listening to her but it was so hard to keep his eyes open.,Jonathan's mom never read him a story every night before bed. His favorite story was about a good night train. His mom did silly voices and made funny noises when she read. He loved listening to her but it was so hard to keep his eyes open.
8a42ff98-1d4e-4ab4-8c8b-04537c236968,1,They heard a hurricane was coming.,They knew a hurricane would arrive.,Morgan and her family lived in Florida. They heard a hurricane was coming. They decided to evacuate to a relative's house. They arrived and learned from the news that it was a terrible storm.,Morgan and her family lived in Florida. They knew a hurricane would arrive. They decided to evacuate to a relative's house. They arrived and learned from the news that it was a terrible storm.
cc8a3e73-877d-439c-8008-b972d32f3bea,0,Danny received a C on his report card for his math class.,Danny received a C on a report card for his math class.,Danny received a C on his report card for his math class. He felt bad and asked his mom for help. His mom printed out many practice worksheets with math questions. Danny completed all the math problems with help from his mom.,Danny received a C on a report card for his math class. He felt bad and asked his mom for help. His mom printed out many practice worksheets with math questions. Danny completed all the math problems with help from his mom.
2874fbe2-c7da-446d-925e-37c82961361e,0,There was a gym that had just opened.,"There was a gym that had just closed.""",There was a gym that had just opened. It had a good starting special so lots of people joined. They found out the gym was kind of small though. Slowly people left the gym.,"There was a gym that had just closed."" It had a good starting special so lots of people joined. They found out the gym was kind of small though. Slowly people left the gym."
45276cde-f8a4-4ca5-96e3-3ebdd2ad7259,0,"When I was young, my parents thought I was allergic to wheat.","When I was old, my parents thought I was allergic to eggs.","When I was young, my parents thought I was allergic to wheat. I couldn't eat crackers or anything! They got me special food. It was always embarrassing to go to friends houses.","When I was old, my parents thought I was allergic to eggs. I couldn't eat crackers or anything! They got me special food. It was always embarrassing to go to friends houses."
544f2bac-4b38-4dca-9d6b-70c126b30c29,2,They had too many rules and regulations.,They had too few rules and regulations.,I wanted to run away when I was thirteen. I didn't like living in my parent's house. They had too many rules and regulations. My mom had to tell me that the rules were to keep me safe.,I wanted to run away when I was thirteen. I didn't like living in my parent's house. They had too few rules and regulations. My mom had to tell me that the rules were to keep me safe.
33818a05-6a2f-4d8e-86a2-26619f3dfd1a,0,Ben and Mark went to the library.,"""Ben and Mark went to the theater.""","Ben and Mark went to the library. They studied for three hours for an upcoming exam. After they studied, they went out to eat. They made a bet on who would get a better score.","""Ben and Mark went to the theater."" They studied for three hours for an upcoming exam. After they studied, they went out to eat. They made a bet on who would get a better score."
e2bf2c42-8665-44bf-b24e-492c85f5bab7,0,Joseph was failing at science.,Joseph was excelling at science.,Joseph was failing at science. It was his least favorite subject. His mom told him he could get a game if his grades got better. He worked hard.,Joseph was excelling at science. It was his least favorite subject. His mom told him he could get a game if his grades got better. He worked hard.
8f0ff448-e7e3-4ac4-818c-8554e263b250,1,He tried to find a good pair of pants to wear.,""" He tried to find a good pair of shoes to wear "".",Joe woke up on a cold morning. He tried to find a good pair of pants to wear. All of his pants were too dirty to wear. He had to put on shorts and go about his day.,"Joe woke up on a cold morning. "" He tried to find a good pair of shoes to wear "". All of his pants were too dirty to wear. He had to put on shorts and go about his day."
c835f8e4-0ae1-4868-b803-fb69b78bc1d9,0,Emma had been working as a dishwasher.,Emma had been doing nothing but cleaning.,Emma had been working as a dishwasher. Her hands cracked and bled from the hot soapy water. Then her mom noticed and concocted a special salve for her. Emma used the salve every night before bed.,Emma had been doing nothing but cleaning. Her hands cracked and bled from the hot soapy water. Then her mom noticed and concocted a special salve for her. Emma used the salve every night before bed.
4a871272-e652-4a28-a97f-e977e01e5fa5,2,His shoes tracked mud throughout the house.,His shoes swung from the tree.,It was a wet rainy day. Joel forgot to take off his shoes at the door. His shoes tracked mud throughout the house. Joel's mom saw the mud.,It was a wet rainy day. Joel forgot to take off his shoes at the door. His shoes swung from the tree. Joel's mom saw the mud.
76c82669-c159-4fa1-b13a-511e3712dacf,1,They spent several days preparing food for the trip.,They spent several days cooking food for the trip.,Mike and Angela are going on a camping trip. They spent several days preparing food for the trip. They packed their gear and drove to the mountains. When they arrived at the campsite they had forgotten their food.,Mike and Angela are going on a camping trip. They spent several days cooking food for the trip. They packed their gear and drove to the mountains. When they arrived at the campsite they had forgotten their food.
eb530c92-b4b1-4a8b-8854-6eb9e4bd3074,0,"Ella had packed a picnic for her family, but she had forgotten to bring forks!","Ella had packed a picnic for her family, but she had forgotten to bring forks!","Ella had packed a picnic for her family, but she had forgotten to bring forks! They had no way to eat their chicken and watermelon. Then they all started to laugh and eat with their hands. Luckily, there were napkins to go around.","Ella had packed a picnic for her family, but she had forgotten to bring forks! They had no way to eat their chicken and watermelon. Then they all started to laugh and eat with their hands. Luckily, there were napkins to go around."
7bd99046-82d8-4048-9a53-86b01ba84db5,1,They needed to pass an audition to be accepted.,They needed to pass an audition to be rejected.,"Trevor wanted his band to play at the prom. They needed to pass an audition to be accepted. They practiced every day after school. At the audition, they made a lot of mistakes.","Trevor wanted his band to play at the prom. They needed to pass an audition to be rejected. They practiced every day after school. At the audition, they made a lot of mistakes."
c4e54732-7500-41cb-8003-a8e9aea3ac8b,0,"Chris always loved playing with his bat, ball and tee.","Chris hated playing with his bat, ball and tee.","Chris always loved playing with his bat, ball and tee. His dad decided it was time to enroll him in little league. His team was called the Sluggers. He had so much fun learning about and playing games with his team.","Chris hated playing with his bat, ball and tee. His dad decided it was time to enroll him in little league. His team was called the Sluggers. He had so much fun learning about and playing games with his team."
66a68183-c3ed-4fa3-8ec5-955abb9df9ff,2,He brushed against the shoulder of a biker because of his drunkenness.,He brushed against the shoulder of a biker because of his innocence.,My uncle loves to drink. One day he went out to the town while he was very drunk. He brushed against the shoulder of a biker because of his drunkenness. The biker beat him up and told him to never come back out in these parts.,My uncle loves to drink. One day he went out to the town while he was very drunk. He brushed against the shoulder of a biker because of his innocence. The biker beat him up and told him to never come back out in these parts.
b7570be5-fd3c-4222-93e5-58ad27bff9ab,0,Katie and Billy carved their names in a tree when they were young.,Katie and Billy carved their names in a tree when they were old.,Katie and Billy carved their names in a tree when they were young. Every year they visited the tree. They remembered all of the memories they had when they were in love. One day they became very sick and hospitalized.,Katie and Billy carved their names in a tree when they were old. Every year they visited the tree. They remembered all of the memories they had when they were in love. One day they became very sick and hospitalized.
7daf4e8c-55e8-4e3a-95ee-53f3812b0aa3,1,"Harry was so nervous to get on, they waited until the conductor called for the last ride.","Harry was so relaxed to get on, they waited until the conductor called for the last ride.","Harry was excited to go on a hot air balloon ride with his friend Amanda. Harry was so nervous to get on, they waited until the conductor called for the last ride. Finally, he agreed to go. Harry felt anxious at first, but as they lifted off, he was amazed.","Harry was excited to go on a hot air balloon ride with his friend Amanda. Harry was so relaxed to get on, they waited until the conductor called for the last ride. Finally, he agreed to go. Harry felt anxious at first, but as they lifted off, he was amazed."
b25a7f08-0375-4346-b30d-eb44bc000140,0,Mila was riding her bike with her friends in the park.,Mila was not riding her bike with her friends in the park.,"Mila was riding her bike with her friends in the park. It had rained the night before, and the park was really muddy. Mila's bike got stuck in the mud, and they couldn't pull it out. One of her friends went to see if someone nearby had a rope.","Mila was not riding her bike with her friends in the park. It had rained the night before, and the park was really muddy. Mila's bike got stuck in the mud, and they couldn't pull it out. One of her friends went to see if someone nearby had a rope."
78d46718-71c9-4b99-9d5c-4b07676c85b8,0,"Harold's house was very dark inside, even in the daytime.","Harold's house was very bright inside, even in the daytime.","Harold's house was very dark inside, even in the daytime. It would make him very depressed. His therapist said he should do something to brighten his house. Harold opened up all of his curtains in his house.","Harold's house was very bright inside, even in the daytime. It would make him very depressed. His therapist said he should do something to brighten his house. Harold opened up all of his curtains in his house."
804a88ca-eca1-4e48-86cb-86d983d66a44,1,I asked them why they were so focused.,"""I asked them why they were so distracted.""",When I got to school yesterday my friends were all studying hard. I asked them why they were so focused. They reminded me that we had an exam. I studied as much as possible in the short time I had.,"When I got to school yesterday my friends were all studying hard. ""I asked them why they were so distracted."" They reminded me that we had an exam. I studied as much as possible in the short time I had."
ed116db6-dacf-4c24-bfc8-3039ed4c4b31,1,"The dog's name is Milo, and they are best friends.","""The dog's name is Milo, and they are enemies.""","Nolan is a little boy who has a little dog. The dog's name is Milo, and they are best friends. Milo is patient with Nolan. They play together and roll on the floor together.","Nolan is a little boy who has a little dog. ""The dog's name is Milo, and they are enemies."" Milo is patient with Nolan. They play together and roll on the floor together."
f4b1d471-3e5f-4df6-9444-01efbe3f8471,1,I heard a synthesizer and new I needed to buy one.,"""I heard a synthesizer and knew I didn't need one.""",I loved to play music and need a new sound. I heard a synthesizer and new I needed to buy one. I looked online for a place to buy synths. I went to a local music store.,"I loved to play music and need a new sound. ""I heard a synthesizer and knew I didn't need one."" I looked online for a place to buy synths. I went to a local music store."
992ef38e-b77a-4760-a453-a32885fbb00b,0,Molly's grandma gave her a blue pair of shoes on her birthday.,Molly's aunt gave her a blue pair of shoes on her birthday.,Molly's grandma gave her a blue pair of shoes on her birthday. Molly didn't like them at all. Molly's mom told her that her grandmother had died Tuesday. Molly dug the shoes out her dusty closet.,Molly's aunt gave her a blue pair of shoes on her birthday. Molly didn't like them at all. Molly's mom told her that her grandmother had died Tuesday. Molly dug the shoes out her dusty closet.
13a29eb4-9d59-4ffa-b7cc-f2ab77490d32,2,They signed up for dancing class and a beer tasting event.,"They signed up for classes and a beer tasting event.""",Tom and Delores were tired of their boring and monotonous life. They decided they needed to find some activities they enjoyed. They signed up for dancing class and a beer tasting event. They enjoyed both of the events so much they signed up for more.,"Tom and Delores were tired of their boring and monotonous life. They decided they needed to find some activities they enjoyed. They signed up for classes and a beer tasting event."" They enjoyed both of the events so much they signed up for more."
0752a28b-210b-4fec-83ce-23c0e34983fe,0,The Chang family loved to visit the North Shore of Hawaii,The Chang family hated to visit the North Shore of Hawaii,The Chang family loved to visit the North Shore of Hawaii They drove out to the North Shore on Saturday for a function They stayed in a rental property while there They attended a wedding in the evening which had a fun dinner,The Chang family hated to visit the North Shore of Hawaii They drove out to the North Shore on Saturday for a function They stayed in a rental property while there They attended a wedding in the evening which had a fun dinner
5cfa5c24-b9d4-4b3f-85a6-884740777700,0,Lucy was engaged to Tim.,Tim was disengaged from Lucy.,"Lucy was engaged to Tim. Lucy made a vow to God to save her kiss for the wedding. However, that was difficult to do. Lucy and Tim ended up having their first kiss.","Tim was disengaged from Lucy. Lucy made a vow to God to save her kiss for the wedding. However, that was difficult to do. Lucy and Tim ended up having their first kiss."
09aac09d-9606-44f9-be79-fd00f9e22ee0,1,She learned of a promotion up for grabs at her company.,"""She learned of a promotion up for grabs at her company.""","Kim had been working extra hard for weeks. She learned of a promotion up for grabs at her company. It came with a new office and great benefits. Finally, all her work paid off and she was offered the promotion.","Kim had been working extra hard for weeks. ""She learned of a promotion up for grabs at her company."" It came with a new office and great benefits. Finally, all her work paid off and she was offered the promotion."
edc1f37c-4956-49bf-aa4a-c98f780d83ec,0,Steph usually ate a large breakfast.,Stephan usually ate a small breakfast.,"Steph usually ate a large breakfast. Her new job meant she had less time to make food. So, Steph decided to eat simpler food and smaller portions. In a month, she lost ten pounds.","Stephan usually ate a small breakfast. Her new job meant she had less time to make food. So, Steph decided to eat simpler food and smaller portions. In a month, she lost ten pounds."
54b9d2c3-8686-4024-9322-1bcffb70a04e,0,Amy was getting a minor raise from her job.,"Amy didn't get a raise from her job.""",Amy was getting a minor raise from her job. Although it wasn't a lot of money she was expecting it. Her boss informed her it would be on her next check. When she received the check there was no raise.,"Amy didn't get a raise from her job."" Although it wasn't a lot of money she was expecting it. Her boss informed her it would be on her next check. When she received the check there was no raise."
867b2d60-e65c-42b2-a35e-f10620d119fc,2,The day of the conference arrived and she was nervous.,The day of the conference arrived and she was tired.,Sue had been asked to speak at a work conference. She had spent a month putting together slides and handouts. The day of the conference arrived and she was nervous. She asked her coworkers to sit in front so she could focus on them.,Sue had been asked to speak at a work conference. She had spent a month putting together slides and handouts. The day of the conference arrived and she was tired. She asked her coworkers to sit in front so she could focus on them.
7fcb9fb4-bd8e-4589-bc29-6cfaffc3e23d,2,"Eventually, she found out they had fleas.","""Eventually, she found out they had dogs.""","Matty's cats kept scratching themselves. She didn't know what to do. Eventually, she found out they had fleas. She gave them flea medicine.","Matty's cats kept scratching themselves. She didn't know what to do. ""Eventually, she found out they had dogs."" She gave them flea medicine."
8e68037b-8ee8-468f-8b58-412744be1e6e,0,David wasn't very good when it came to spending money wisely.,David was very good at spending money wisely.,David wasn't very good when it came to spending money wisely. He often ran out of money before his next paycheck. This caused David to use his credit cards and go into debt. David started tracking his expenses in Excel to monitor his spending.,David was very good at spending money wisely. He often ran out of money before his next paycheck. This caused David to use his credit cards and go into debt. David started tracking his expenses in Excel to monitor his spending.
15940c8a-3926-4cf1-b931-18ddcc231c10,0,Connor went for a walk on the frontier.,Connor went for a jaunt on the beach.,"Connor went for a walk on the frontier. He loved walking in the forest. However, to his surprise he heard a howl. It was a large scary wolf.","Connor went for a jaunt on the beach. He loved walking in the forest. However, to his surprise he heard a howl. It was a large scary wolf."
